Metrics,sql12,apache-jmeter-2.10,emf-2.4.1,apache-ant-1.7.0,argouml,hibernate-distribution-3.3.2.GA,jEdit-4.2,jfreechart-1.0.19,columba-1.4-src,jruby-1.4.0
Precision,0.850828729281768,0.8664596273291926,0.6666666666666666,0.8985507246376812,0.8469387755102041,0.9371584699453552,0.8135593220338984,0.7185185185185186,0.9114583333333334,0.9242174629324547
Recall,0.5384615384615384,0.7459893048128342,0.28846153846153844,0.4732824427480916,0.881104033970276,0.7266949152542372,0.1875,0.46411483253588515,0.8578431372549019,0.9019292604501608
F1,0.6595289079229122,0.8017241379310346,0.40268456375838924,0.6199999999999999,0.8636836628511967,0.8186157517899761,0.3047619047619048,0.563953488372093,0.8838383838383839,0.9129373474369405
