 0 1 0 1 0 1 0 1
apache-ant-1.7.0.pkl 95 100 19 82 10 72 24 86
apache-jmeter-2.10.pkl 21 89 12 88 7 82 7 82
argouml.pkl 46 99 28 98 22 91 25 97
columba-1.4-src.pkl 18 98 12 98 5 95 5 95
emf-2.4.1.pkl 72 92 7 49 8 52 8 52
hibernate-distribution-3.3.2.GA.pkl 100 100 41 93 25 88 43 93
jEdit-4.2.pkl 12 71 8 71 3 56 9 71
jfreechart-1.0.19.pkl 41 95 7 56 6 56 6 56
jruby-1.4.0.pkl 53 98 33 98 20 95 27 97
sql12.pkl 44 97 8 72 4 62 7 72
